timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-22T10:29:31,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,10.001001119613647,4.591564965522945e-05,4.591105340962429e-06,42.5,0.0,6.0,0.0001180695022145,0,1.6667461792627973e-05,0.0001347369640072,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:29:41,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,20.01010012626648,9.18674985214716e-05,4.591056413599886e-06,42.5,0.0,6.0,0.0002362248938944,0,3.3344108263651534e-05,0.0002695690021581,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:29:51,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,30.02914905548096,0.0001378665857825,4.591091992910598e-06,42.5,0.0,6.0,0.0003545035481452,0,5.004167795181275e-05,0.0004045452260971,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:30:01,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,40.102808237075806,0.0001841164328014,4.5911107200526405e-06,42.5,0.0,6.0,0.0004734280129273,0,6.682924747467042e-05,0.000540257260402,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:30:11,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,50.14398002624512,0.000230217347833,4.591126346822709e-06,42.5,0.0,6.0,0.0005919687320788,0,8.356354792912803e-05,0.0006755322800079,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:30:21,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,60.15641188621521,0.0002761796789258,4.591026463616115e-06,42.5,0.0,6.0,0.0007101558619075,0,0.000100244787534,0.0008104006494416,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:30:31,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,70.20063424110413,0.000322294721741,4.591051423183852e-06,42.5,0.0,6.0,0.0008287326931953,0,0.0001169844313462,0.0009457171245416,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:30:41,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,80.21126985549927,0.0003682550659495,4.591063906766949e-06,42.5,0.0,6.0,0.0009469124908248,0,0.0001336671729882,0.0010805796638131,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:30:51,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,90.2214810848236,0.0004142136704818,4.591075933373179e-06,42.5,0.0,6.0,0.0010650875738925,0,0.0001503495244185,0.001215437098311,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:31:01,Test,053b7a3b-871a-4e8a-afd4-d21b67d59164,100.22692799568176,0.0004601506684701,4.591088220223231e-06,42.5,0.0,6.0,0.001183206560711,0,0.0001670245714982,0.0013502311322093,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
