timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-22T10:51:57,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,10.002879858016968,9.184745383678973e-05,9.182101068941373e-06,42.5,0.0,6.0,0.000236169996692,0,3.3340187867482505e-05,0.0002695101845595,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:52:07,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,20.01949906349182,0.0001378349692758,6.885035876205945e-06,42.5,0.0,6.0,0.0003544188352094,0,5.003361781438192e-05,0.0004044524530238,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:52:17,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,30.02882671356201,0.0001837896900144,6.120441926272696e-06,42.5,0.0,6.0,0.0004725834899478,0,6.671500126520792e-05,0.000539298491213,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:52:28,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,40.034765005111694,0.0002297289290466,5.738235981085393e-06,42.5,0.0,6.0,0.0005907082496417,0,8.33908514181773e-05,0.0006740991010599,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:52:38,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,50.044325828552246,0.0002756847262225,5.508810872326078e-06,42.5,0.0,6.0,0.0007088758062985,0,0.0001000724915663,0.0008089482978648,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:52:48,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,60.05056381225586,0.0003216252247451,5.355906827963751e-06,42.5,0.0,6.0,0.0008270039661063,0,0.0001167486373583,0.0009437526034646,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:52:58,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,70.06075286865234,0.0003675839120863,5.2466451905748615e-06,42.5,0.0,6.0,0.0009451788634061,0,0.0001334314175446,0.0010786102809508,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:53:08,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,80.0664918422699,0.00041352210901,5.164733704390388e-06,42.5,0.0,6.0,0.0010633011771572,0,0.0001501066557566,0.0012134078329139,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:53:18,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,90.07802891731262,0.0004594866961782,5.100985242472547e-06,42.5,0.0,6.0,0.0011814919181995,0,0.000166790904204,0.0013482828224036,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:53:28,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,100.09000706672668,0.0005054536253679,5.0499909049958735e-06,42.5,0.0,6.0,0.001299687981771,0,0.0001834767023722,0.0014831646841433,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:53:38,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,110.09908986091614,0.0005514069714194,5.008279106721148e-06,42.5,0.0,6.0,0.0014178495854139,0,0.0002001571031411,0.001618006688555,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:53:48,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,120.11296582221983,0.0005973824380781,4.9735050166216784e-06,42.5,0.0,6.0,0.0015360679974158,0,0.0002168456045786,0.0017529136019945,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:53:58,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,130.1191108226776,0.0006433226887268,4.944106093712294e-06,42.5,0.0,6.0,0.0016541952649752,0,0.0002335219152768,0.001887717180252,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:54:08,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,140.12453770637512,0.0006892594628669,4.918906239756821e-06,42.5,0.0,6.0,0.001772313981586,0,0.0002501965757211,0.0020225105573071,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:54:18,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,150.13498091697693,0.0007352192299406,4.8970548066157445e-06,42.5,0.0,6.0,0.0018904918933908,0,0.0002668795096874,0.0021573714030782,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:54:28,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,160.14486694335938,0.0007811765327203,4.877936755829259e-06,42.5,0.0,6.0,0.0020086632019943,0,0.0002835618158181,0.0022922250178125,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
2024-01-22T10:54:38,Test,16a5e099-8869-4ad3-8e6a-4343161bb68e,170.15295696258545,0.0008271256307114,4.861071153134964e-06,42.5,0.0,6.0,0.0021268134343955,0,0.0003002411226431,0.0024270545570386,Italy,ITA,,,,macOS-14.1.1-arm64-arm-64bit,3.12.0,2.3.2,10,Apple M2 Pro,,,12.1097,43.1479,16.0,machine,N,1.0
