Timestamp,Value
1708181520,428.1365469297571
1708181580,428.1365469297571
1708181640,428.1365469297571
1708181700,428.1365469297571
1708181760,428.3672743962842
1708181820,428.3672743962842
1708181880,428.3672743962842
1708181940,428.3672743962842
1708182000,428.3672743962842
1708182060,423.7097301346747
1708182120,423.7097301346747
1708182180,423.7097301346747
1708182240,423.7097301346747
1708182300,423.7097301346747
1708182360,424.2217103408765
1708182420,424.2217103408765
1708182480,424.2217103408765
1708182540,424.2217103408765
1708182600,424.2217103408765
1708182660,417.6070800058008
1708182720,417.6070800058008
1708182780,417.6070800058008
1708182840,417.6070800058008
1708182900,417.6070800058008
1708182960,417.2143117591461
1708183020,417.2143117591461
1708183080,417.2143117591461
1708183140,417.2143117591461
1708183200,417.2143117591461
1708183260,418.5995624809064
1708183320,418.5995624809064
1708183380,418.5995624809064
1708183440,418.5995624809064
1708183500,418.5995624809064
1708183560,418.9459859016712
1708183620,418.9459859016712
1708183680,418.9459859016712
1708183740,418.9459859016712
1708183800,418.9459859016712
1708183860,415.4481143203937
1708183920,415.4481143203937
1708183980,415.4481143203937
1708184040,415.4481143203937
1708184100,415.4481143203937
1708184160,419.38089084187686
1708184220,419.38089084187686
1708184280,419.38089084187686
1708184340,419.38089084187686
1708184400,419.38089084187686
1708184460,419.53080555644897
1708184520,419.53080555644897
1708184580,419.53080555644897
1708184640,419.53080555644897
1708184700,419.53080555644897
1708184760,419.6968606733472
1708184820,419.6968606733472
1708184880,419.6968606733472
1708184940,419.6968606733472
1708185000,419.6968606733472
1708185060,415.41918341056396
1708185120,415.41918341056396
1708185180,415.41918341056396
1708185240,415.41918341056396
1708185300,415.41918341056396
1708185360,407.92034695286503
1708185420,407.92034695286503
1708185480,407.92034695286503
1708185540,407.92034695286503
1708185600,407.92034695286503
1708185660,410.07214220224733
1708185720,410.07214220224733
1708185780,410.07214220224733
1708185840,410.07214220224733
1708185900,410.07214220224733
1708185960,407.4489807607495
1708186020,407.4489807607495
1708186080,407.4489807607495
1708186140,407.4489807607495
1708186200,407.4489807607495
1708186260,397.41856511008547
1708186320,397.41856511008547
1708186380,397.41856511008547
1708186440,397.41856511008547
1708186500,397.41856511008547
1708186560,398.57677048111515
1708186620,398.57677048111515
1708186680,398.57677048111515
1708186740,398.57677048111515
1708186800,398.57677048111515
1708186860,395.1805585179187
1708186920,395.1805585179187
1708186980,395.1805585179187
1708187040,395.1805585179187
1708187100,395.1805585179187
1708187160,395.7755662825696
1708187220,395.7755662825696
1708187280,395.7755662825696
1708187340,395.7755662825696
1708187400,395.7755662825696
1708187460,398.72560547752136
1708187520,398.72560547752136
1708187580,398.72560547752136
1708187640,398.72560547752136
1708187700,398.72560547752136
1708187760,395.5944504815112
1708187820,395.5944504815112
1708187880,395.5944504815112
1708187940,395.5944504815112
1708188000,395.5944504815112
1708188060,395.3922940187586
1708188120,395.3922940187586
1708188180,395.3922940187586
1708188240,395.3922940187586
1708188300,395.3922940187586
1708188360,397.21765447598574
1708188420,397.21765447598574
1708188480,397.21765447598574
1708188540,397.21765447598574
1708188600,397.21765447598574
1708188660,397.1980257534314
1708188720,397.1980257534314
1708188780,397.1980257534314
1708188840,397.1980257534314
1708188900,397.1980257534314
1708188960,398.8057814726093
1708189020,398.8057814726093
1708189080,398.8057814726093
1708189140,398.8057814726093
1708189200,398.8057814726093
1708189260,398.4149511816369
1708189320,398.4149511816369
1708189380,398.4149511816369
1708189440,398.4149511816369
1708189500,398.4149511816369
1708189560,397.80443977152714
1708189620,397.80443977152714
1708189680,397.80443977152714
1708189740,397.80443977152714
1708189800,397.80443977152714
1708189860,398.65235075272767
1708189920,398.65235075272767
1708189980,398.65235075272767
1708190040,398.65235075272767
1708190100,398.65235075272767
1708190160,398.719127168526
1708190220,398.719127168526
1708190280,398.719127168526
1708190340,398.719127168526
1708190400,398.719127168526
1708190460,398.97859174931455
1708190520,398.97859174931455
1708190580,398.97859174931455
1708190640,398.97859174931455
1708190700,398.97859174931455
1708190760,384.5058002879468
1708190820,384.5058002879468
1708190880,384.5058002879468
1708190940,384.5058002879468
1708191000,384.5058002879468
1708191060,373.0343484769513
1708191120,373.0343484769513
1708191180,373.0343484769513
1708191240,373.0343484769513
1708191300,373.0343484769513
1708191360,394.4755856108338
1708191420,394.4755856108338
1708191480,394.4755856108338
1708191540,394.4755856108338
1708191600,394.4755856108338
1708191660,372.81843252885375
1708191720,372.81843252885375
1708191780,372.81843252885375
1708191840,372.81843252885375
1708191900,372.81843252885375
1708191960,389.75240002175417
1708192020,389.75240002175417
1708192080,389.75240002175417
1708192140,389.75240002175417
1708192200,389.75240002175417
1708192260,374.07107171177734
1708192320,374.07107171177734
1708192380,374.07107171177734
1708192440,374.07107171177734
1708192500,374.07107171177734
1708192560,372.49745169769045
1708192620,372.49745169769045
1708192680,372.49745169769045
1708192740,372.49745169769045
1708192800,372.49745169769045
1708192860,386.0253513384955
1708192920,386.0253513384955
1708192980,386.0253513384955
1708193040,386.0253513384955
1708193100,386.0253513384955
1708193160,375.45632243353765
1708193220,375.45632243353765
1708193280,375.45632243353765
1708193340,375.45632243353765
1708193400,375.45632243353765
1708193460,378.23867309180173
1708193520,378.23867309180173
1708193580,378.23867309180173
1708193640,378.23867309180173
1708193700,378.23867309180173
1708193760,373.3774220028937
1708193820,373.3774220028937
1708193880,373.3774220028937
1708193940,373.3774220028937
1708194000,373.3774220028937
1708194060,353.03741434297916
1708194120,353.03741434297916
1708194180,353.03741434297916
1708194240,353.03741434297916
1708194300,353.03741434297916
1708194360,353.0710794016901
1708194420,353.0710794016901
1708194480,353.0710794016901
1708194540,353.0710794016901
1708194600,353.0710794016901
1708194660,346.0966537516412
1708194720,346.0966537516412
1708194780,346.0966537516412
1708194840,346.0966537516412
1708194900,346.0966537516412
1708194960,353.1558234351721
1708195020,353.1558234351721
1708195080,353.1558234351721
1708195140,353.1558234351721
1708195200,353.1558234351721
1708195260,356.3087389049872
1708195320,356.3087389049872
1708195380,356.3087389049872
1708195440,356.3087389049872
1708195500,356.3087389049872
1708195560,351.56318377031675
1708195620,351.56318377031675
1708195680,351.56318377031675
1708195740,351.56318377031675
1708195800,351.56318377031675
1708195860,354.9707189317145
1708195920,354.9707189317145
1708195980,354.9707189317145
1708196040,354.9707189317145
1708196100,354.9707189317145
1708196160,351.43920997680726
1708196220,351.43920997680726
1708196280,351.43920997680726
1708196340,351.43920997680726
1708196400,351.43920997680726
1708196460,348.154070559292
1708196520,348.154070559292
1708196580,348.154070559292
1708196640,348.154070559292
1708196700,348.154070559292
1708196760,352.8231871848334
1708196820,352.8231871848334
1708196880,352.8231871848334
1708196940,352.8231871848334
1708197000,352.8231871848334
1708197060,353.09303367106327
1708197120,353.09303367106327
1708197180,353.09303367106327
1708197240,353.09303367106327
1708197300,353.09303367106327
1708197360,353.0977401348633
1708197420,353.0977401348633
1708197480,353.0977401348633
1708197540,353.0977401348633
1708197600,353.0977401348633
1708197660,368.61846728893374
1708197720,368.61846728893374
1708197780,368.61846728893374
1708197840,368.61846728893374
1708197900,368.61846728893374
1708197960,360.8695238078839
1708198020,360.8695238078839
1708198080,360.8695238078839
1708198140,360.8695238078839
1708198200,360.8695238078839
1708198260,369.5956122290674
1708198320,369.5956122290674
1708198380,369.5956122290674
1708198440,369.5956122290674
1708198500,369.5956122290674
1708198560,369.5956122290674
1708198620,369.5956122290674
